,Dish,Meta,URL,Pic,Ingredients,Quantities,times
41,BACON MAC N' CHEESE,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/bacon-mac-cheese,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5da997ade6c4514ed0373898/1571857770319/9K8A3775+%282%29.jpg,"275g Smoked Streaky Bacon
3 Spring Onions
Bunch of Rosemary
4 Tbsps of Flour
600ml of Whole Milk
200g Grated Cheddar
200g Grated Parmesan
1 Ball of Mozzarella
400g of Macaroni
50g of Breadcrumbs
Olive Oil
Salt
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 Minutes
42,MEXICAN STYLE MEATLESS BURGER,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/mexican-meatless-burger,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5da88143d5a903190c7b2895/1571510516370/9K8A5526.jpg,"2 Packets of The Meatless Farm Burgers
4 Burger Buns
2 Tsp of Smoked Paprika
2 Tsp of Cumin
1 Tbsp of Hot Sauce
1 Avocado
2 Red Peppers
2 Yellow Peppers
2 Red Onions
1 Spring Onion
Bunch of Coriander
2 Limes
60ml of Water
Salt
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time):  35 Minutes
43,TERYIAKI SALMON,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/teryiaki-salmon,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5da6e9eb94bf12123c5f4387/1571510304349/Image+from+iOS.png,"70ml of Reduced Salt Soy Sauce
70g of Brown Sugar Packed
400g Rice
Small Knob of Minced Ginger
1 Clove of Garlic, Minced
2 Tbsp of Honey
4 Salmon Fillets
8 Tbsp of Mayonnaise
2 Tbsp of Sriracha
2 Tsps of Cornstarch
2 Chopped Spring Onions",Feeds: 4 People,Cooking Time (Includes Preparation Time): 25 Minutes
44,WAGAMAMA'S CRISPY SQUID,MOB MUNCHIES,http://www.mobkitchen.co.uk/recipes/wagamamas-crispy-squid,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5da4797b2d11583e99b3d2f6/1571169564383/9K8A8012.jpg,"32g of Sugar
2 Tbsp of Water
5 Tbsp of Malt Vinegar
5 Tbsp of Light Soy Sauce
½ a Red Chilli, Deseeded and Finely Chopped
3 Coriander Sprigs, Stalks Removed and Leaves Finely Chopped
2 Squid, Body Only, About 400g
100g Cornstarch
280ml of Vegetable Oil
2 Tsp of Shichimi
A Generous Pinch of Salt, Plus Extra to Taste
2 Tbsp Spicy Vinegar",Feeds: 4 People,Cooking Time (Including Preparation Time): 20 Minutes
45,LIAM CHARLES' CINNAMON ROLL UPS,GUEST MOB,http://www.mobkitchen.co.uk/recipes/cinnamon-roll-ups,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5da043c14487bb406dcb7c4d/1570802459498/9K8A4353.jpg,"Neutral Oil, for Greasing
1 Large Egg, Beaten
110ml of Whole Milk
100g of Unsalted Butter
1 Tsp of Fine Sea Salt
250g of Strong White Bread Flour
250g of Plain Flour, Plus Extra for Dusting
4 Tbsp of Golden Caster Sugar
10g of Fast-Action Dried Yeast
1 Tsp of Ground Cinnamon
1 Tsp of Cardamom
2 Large Eggs, Beaten
90g of Tinned Pumpkin Purée
75g of Unsalted Butter, Softened, Plus Extra For Greasing
150g of Soft Dark Brown Sugar
¼ Tsp of Freshly Grated Nutmeg
1 Tbsp of Ground Cinnamon
½ Tsp of Ground Cloves
100g Pecans, Roughly Chopped
165ml Malted Drink
250g Icing Sugar
60ml of Whole Milk
60ml of Double Cream
½ Tsp of Vanilla Extract or Vanilla Bean Paste",Feeds: 12 People ,Cooking Time (Includes Preparation Time): 2-2 ½ Hours
46,MOB'S ULTIMATE BACON SARNIE,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/bacon-sarnie,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d9f3c34ee902a468db64929/1570792011397/9K8A4910-Edit+%281%29.jpg,"16 Rashers of Bacon
Knob of Butter
8 Slices of Sourdough Bread
Ketchup
Tabasco
HP Sauce",Feeds: 4 People,Cooking Time (Includes Preparation Time): 20 Minutes
47,MOB'S HALLOUMI FAJITAS,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/halloumi-wrap,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d9db3b09fcce3139145b4fc/1570655190712/9K8A5890.jpg,"2 Red Peppers
2 Yellow Peppers
2 Red Onions
Old El Paso Smoky BBQ Seasoning Mix for Fajitas - 1 Sachet
Bunch of Coriander
Bunch of Mint
2 Blocks of Halloumi
8 Plain Tortilla Wraps
Old El Paso Chunky Salsa
150ml Sour Cream
50g Grated Cheddar Cheese
Bag of Tortilla Crisps
Salt
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 Minutes
48,MOB'S PULLED CHICKEN BURGER,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/pulled-chicken-burger,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d9b11b3924534090073e75a/1570462881105/9K8A5239.jpg,"8 Boneless Chicken Thighs
1 Tbsp Chipotle Paste
125ml Passata
Barbecue Sauce
1 Onion
1 Lime
2 Avocados
Small Bunch of Coriander
1 Gem Lettuce
4 Brioche Buns
Salt
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 6 Hours 20 Minutes
49,MOB'S VODKA RIGATONI,PASTA MOB,http://www.mobkitchen.co.uk/recipes/vodka-rigatoni,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d8e1acc9a3b130ef0e1e501/1570212124445/Screen+Shot+2019-10-03+at+12.18.44.png,"150g Tomato Puree
500g Rigatoni
150g Parmesan (with rind)
3 Cloves of Garlic
1 Onion
50ml Vodka
2 Fresh Red Chillies
200ml Double Cream
Bunch of Basil
Salt 
Pepper 
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 Minutes
50,VEGGIE EGG FRIED RICE,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/veggie-egg-fried-rice,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d933a759481b15e9ba2f00a/1570116160428/9K8A6256.jpg,"2 Cloves of Garlic
Large Knob of Ginger
5 Spring Onions
2 Courgettes
1 Carrot
2 Peppers (Red and Yellow)
1 Red Chilli
400g of Rice
3 Tbsp of Reduced Salt Soy Sauce
2 Tbsp of White Wine Vinegar
300g of Shallots
4 Eggs
Salt
Vegetable Oil
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 Minutes
51,SWEET CHICK FRIED CHICKEN,GUEST MOB,http://www.mobkitchen.co.uk/recipes/sweet-chick-fried-chicken,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d7a05148887136d74950aa7/1569939108611/9K8A5616.jpg,"8-10 Chicken Thighs
2l Water
120ml Sweet Tea
1.5 Tsp Garlic Powder
1.5 Tsp Dried Oregano
1.5 Tsp Dried Thyme
2 Tbsp Freshly Ground Black Pepper
6 Tbsp Salt
260g Plain Flour
2 Tbsp Cornstarch
1.5 Tsp Paprika
1.5 Tsp Dried Thyme
475ml Buttermilk
2 Bottles of Vegetable Oil for Frying
1.5 Tsp Salt
0.7s Tsp Freshly Ground Black Pepper
250g Plain Flour
28g Baking Powder
60g Sugar
6 Large Eggs
215g Butter
657ml Whole Milk
0.75 Tsp Salt
Butter
Maple Syrup
Non-Stick Spray
Icing Sugar ",Feeds: 4 People,Cooking Time (Including Preparation Time): 25 Hours
52,PARMA HAM CARBONARA,PASTA MOB,http://www.mobkitchen.co.uk/recipes/parma-ham-carbonara,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d91c254bcb32a320ee47a86/1569929960092/9K8A6206.jpg,"10 Slices of Parma Ham
500g of Linguine 
2 Cloves of Garlic
Bunch of Chives
6 Eggs 
100g of Parmesan
Salt
Pepper ",Feeds: 4 People,Cooking Time (Includes Preparation Time): 25 Minutes
53,PULLED CHICKEN PERI PERI RICE,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/peri-peri-rice,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d8de3f1c71efe3afa8012c1/1569929975021/9K8A8808-Edit.jpg,"2 Tilda Peri Peri Rice Pouches
4 Chicken Breast
3 Peppers (Red and Yellow)
1 Red Onion
2 Corn on the Cob
1 Lemon
1 Red Chilli
1 Tbsp of Smoked Paprika
Bunch of Mint
Bunch of Coriander
2 Tsp of Oregano
2 Cloves of Garlic
Salt
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Including Preparation Time): 55 Minutes 
54,CHICKEN AND CHORIZO FAJITAS,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/chicken-chorizo-fajitas,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d8b46124f12e31370158c37/1569929986579/9K8A5845.jpg,"250g Chorizo Ring
3 Peppers
2 Red Onions
2 Avocados
4 Spring Onions
1 Lime
Old El Paso Seasoning Mix 
8 x Skinless and Boneless Chicken Thighs
8 Old El Paso Regular Tortillas 
4 Tbsp of Old El Paso Sour Cream
Bunch of Coriander
Olive Oil
Salt
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 minutes
55,ULTIMATE BANGERS AND MASH,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/bangers-and-mash,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d88d619da44215c179caa9c/1569929997232/9K8A6087.jpg,"600g of Potatoes 
12 Sausages
2 Tbsp of Salted Butter
300ml of Whole Milk
800g of Petit Pois
1 Lemon
1 Pot of English Mustard
2 Red Onions
1 Beef Stock Cube
1.5 Tbsp of Plain Flour
1 Tbsp of Red Wine Vinegar
Bunch of Parsley",Feeds: 4 People,Cooking Time (Includes Preparation Time): 45 Minutes
56,POPCORN CAULIFLOWER,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/popcorn-cauliflower,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d84a1bffdf6b536ea2e8942/1569930007651/9K8A5557.jpg,"1 Large Cauliflower
4 Tbsp of Cornflour
4 Tbsp of Plain Flour
1 Large Knob of Ginger
2 Cloves of Garlic
3 Tbsp of Sweet Chilli
3 Tbsp of Siracha
150ml of Reduced Salt Soy Sauce
2 Tbsp of Rice Wine Vinegar
50ml of water
400g Basmati Rice
Salt
Pepper
Vegetable Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 45 Minutes
57,JOSÉ PIZARRO'S SOPA BULLABESA DE ALMERÍA,GUEST MOB,http://www.mobkitchen.co.uk/recipes/jose-pizarro-sopa,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d81fbb9de85a771f45ed640/1569930033628/9K8A4172.jpg,"1 Onion
1 Bulb of Fennel
2 Tsp of Smoked Pimentón de la Vera
Pinch of Saffron
200ml White Wine
50ml Pernod (or any Anise Liqueur)
300g Ripe Tomatoes 
Half an Orange
200ml Shellfish or Fish Stock
400g Monkfish
400g Clams, Cleaned
500g Raw Prawns, Shell On
Olive Oil
Salt
Pepper",Feeds: 4 People,Cooking Time (Including Preparation Time): 20 Minutes
58,PARMESAN CHICKEN SALAD,SALAD MOB,http://www.mobkitchen.co.uk/recipes/chicken-salad,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d7f92aa10a7300794167fea/1569930044775/sally.jpg,"4 Skinless Chicken Breasts
1 Garlic Bulb
1 Lemon
150g Grated Parmesan 
2 Tbsp Greek Yoghurt
2 Baby Gem Lettuces
200g Radishes (1 Pack)
1 Avocado
Bunch of Basil
Salt
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 45 Minutes
59,MOB'S MEATLESS LARB,ASIAN MOB,http://www.mobkitchen.co.uk/recipes/meatless-larb,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d7a42df3027685e5ff70832/1569930056133/meat.jpg,"400g Meatless Farm Mince (1 Pack)
1 Onion
Bunch of Mint 
Bunch of Coriander
1 Stem of Ginger
2 Tsp Lemongrass Paste
1 Lime
1 Garlic Clove
Sesame Oil
Soy Sauce
400g Basmati Rice
1 Red Chilli
2 Baby Gem Lettuce
Salt
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Including Preparation Time): 25 Minutes 
60,SELASI'S JOLLOF RICE AND CHICKEN,GUEST MOB,http://www.mobkitchen.co.uk/recipes/selasis-jollof,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d78d35d677b7567082f351b/1568211248744/jollof.jpg,"1 Small Onion
2 Cloves of Garlic
Knob of Ginger 
6 Chicken Thighs
160ml Water
Maggi Stock Cube 
Salt
Homemade Chicken Stock
50ml Neutral Oil
2 Tbsp Tomato Purée
1 Small Onion
1 Red Bell Pepper
1 Garlic Clove
465g Fresh Tomatoes (6)
1 Scotch Bonnet Chilli
3 Small Maggi Stock Cubes
644g Basmati Rice
100ml Water
100g Green Beans
2 Large Carrots 
Salt
Bunch of Parsley
Bunch of Basil
Bunch of Coriander
150g Breadcrumbs
2 Cloves of Garlic
Olive Oil
Salt
3 Plantains
1 Tsp Cayenne Pepper or Chilli Powder
1 Tsp Ground Ginger
300ml Oil
Salt",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour 30 Minutes
61,CREAMY TAHINI SWEET POTATOES,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/sweet-potato-with-kale,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d7649cba0c55c150261402d/1568206729281/FE172B33-C91A-42D1-A3F6-F51AFF9C2C65.JPG,"4 Sweet Potatoes
180g of Kale
125g of Capers
6 Tbsp of Tahini
1 Lemon
3 Tbsp of Soy Sauce
1.5 Tsp of Sesame Oil
6 Tsp of Chilli Flakes
3 Cloves of Garlic 
Salt 
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour 10 Minutes
62,HARISSA CHICKEN,FEED 4 FOR UNDER £10,http://www.mobkitchen.co.uk/recipes/harissa-chicken,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d6f8031466c890001ea5b79/1567782354577/chicken+harissa.jpg,"4 Boneless, Skinless Chicken Thighs
500g Natural Yoghurt (One Pot)
95g Harissa Paste (One Pot)
400g Couscous
Bunch of Mint
Bunch of Coriander
Half a Cucumber
Half a Lime
Salt
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 Minutes
63,FETTUCCINE ALFREDO WITH LEEKS,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/fettuccine-alfredo,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d6e8582ec5ee80001333d18/1567611050583/9K8A3577.jpg,"4 Leeks
450g of Fettuccine
175g Salted Butter
200g Parmesan
Salt
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 45 Minutes
64,BARNEY HARWOOD'S CHICKEN BIRYANI,GUEST MOB,http://www.mobkitchen.co.uk/recipes/barneys-chicken-biryani,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d69338638747b0001b3d9f5/1567589468118/9K8A2637.jpg,"4 Chicken Breasts
3 Tbsp Balti Curry Paste
300g Basmati Rice
2 Chicken Stock Cubes
2 Large Onions
1 Tsp Turmeric
1 Bay Leaf
60g Salted Butter
500g Low Fat Yoghurt (1 Pot)
165g Colemans Mint Sauce (Barney’s Favourite)
1 Cucumber
Chilli Powder (To Taste)
2 Packs of Naan Bread",Feeds: 4 People,Cooking Time (Includes Preparation Time): 45 minutes
65,MEATLESS KOFTA PITTAS,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/meatless-kofta-pittas,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d67a938f2d5bd0001ec619a/1567173383648/KOFTA-2.jpg,"400g Meatless Farm Mince (1 Pack)
1 Onion
1 Heaped Tsp of Cumin
1 Heaped Tsp of Chilli Powder
1 Tsp of Fennel Seeds
Bunch of Parsley
Hot Sauce
230g Houmous (1 Tub)
Half a Cucumber
2 Tomatoes
Half a Lemon
Bunch of Parsley
125g Jalapeños (1 Jar)
4 Pittas
Salt
Pepper
Olive Oil",na,Cooking Time (Includes Preparation Time): 45 Minutes
66,ROMESCO MAC AND CHEESE,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/romesco-mac-n-cheese,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d5fda8e98f09100019a83aa/1567082243042/Romesco.jpg,"4 Red Peppers
60g of Sliced Almonds
200g of Grated Mozzarella
200g of Grated Cheddar
400g of Macaroni
2 Cloves of Garlic
2 Tbsp Red Wine Vinegar
2 Tsp Smoked Paprika
Bunch of Parsley
Olive Oil
Salt
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 45 Minutes
67,CARIBBEAN FISH WITH MANGO SALSA,SUMMER MOB,http://www.mobkitchen.co.uk/recipes/mobs-caribbean-fish,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d5e566eda1c060001652445/1566561990865/9K8A8875.jpg,"2 Pouches of Tilda Caribbean Rice & Peas
4 Cod Fillets
2 Onions
2 Spring Onions
2 Red Peppers
1 Lime
150g of Mango 
2 x Scotch Bonnet
800g of Cherry Tomatoes 
500ml of Veggie Stock
1 Tsp of Cinnamon
Bunch of Thyme
Bunch of Coriander 
2 Tsp Allspice
Olive Oil
Salt
Pepper",Feeds: 4 People,Preparation Time (Includes Preparation Time): 30 Minutes
68,MOB'S 4-WAY NOODLES,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/4-way-noodles,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d397e5f0ddf6d00019dd2dd/1566378876877/unnamed-1.jpg,"1 Itsu Katsu Rice Noodles Pot 
2 Chicken Thighs
2 Egg
2 Tbsp of Flour 
2 Tbsp of Breadcrumbs
Bunch of Coriander
2 Radishes 
Olive Oil
Salt
1 Itsu Satay Rice Noodles Pot
1 Block of Halloumi (225g)
Knob of Ginger
1 Tbsp of Peanut Butter
1 Lime
100ml of Coconut Milk
2 Tbsp of Soy Sauce
Olive Oil
1 Itsu Chilli Miso Rice Noodles Pot
1 Red Pepper
2 Spring Onions
1 Red Onion
50g Mangetout
1 Knob of Ginger
1 Lemon
1 Red Chilli
2 Tbsp of Soy Sauce
Olive Oil
1 Itsu Chilli Chicken Rice Noodle Pot
2 Chicken Thighs
1 Tsp of Cinnamon 
1 Tsp of Ground Coriander
1 Red Chilli
Bunch of Coriander
Bunch of Mint
Olive Oil
Salt
Pepper",Feeds: 1 person ,Cooking Time (Includes Preparation Time): 15 Minutes
69,'NDUJA & MANCHEGO SAUSAGE ROLLS,MOB MUNCHIES,http://www.mobkitchen.co.uk/recipes/nduja-sausage-rolls,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d568066bec6630001bc8706/1575293432868/9K8A1689.jpg,"1 Roll of Puff Pastry
1 Onion
2 Tsp of Fennel Seeds
1 Tsp of Rosemary
2 Tsp ‘Nduja Paste
6 Sausages
3 Egg Yolks
1 Orange
150g of Manchego
Olive Oil
Salt
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 55 Minutes
70,THE FRY UP POLICE'S ULTIMATE FRY UP,GUEST MOB,http://www.mobkitchen.co.uk/recipes/ultimate-fry-up,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d53c9511b058700010e64b4/1565889454910/9K8A1232-Edit.jpg,"8 Sausages
8 Rashers of Smoked Streaky Bacon
8 Rashers of Smoked Back Bacon
4 Tomatoes
400g of Button Mushrooms
2 Potatoes
4 Slices of Bread
8 Eggs
8 Slices of Black Pudding
8 Slices of White Pudding
2 x 400g of Beans
Knob of Butter
Olive Oil
Salt 
Pepper
200ml of Vodka
250ml of Bloody Mary Mix
1 Lemon
200ml of Tomato Juice
Ice
4 Celery Sticks",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour
71,LEFTOVER FALAFEL FLATBREADS,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/leftover-falafel-flatbreads,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d51385f567c8a0001b07d37/1565620959249/9K8A0774.jpg,"Leftover Pea Falafel (From MOB Veggie)
4 Tbsp of Coconut Yoghurt
Half a Cucumber
1 Lemon
Bunch of Mint
400g of Cherry Tomatoes
4 Flatbreads
1 Red Chilli
1 Red Onion 
300ml of Red Wine Vinegar
Salt 
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 15 Minutes
72,MOB'S COURGETTE FRITTATA,SUMMER MOB,http://www.mobkitchen.co.uk/recipes/mobs-courgette-frittata,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d4c39d650853700012c53d2/1565369012356/9K8A1075+2.jpg,"10 Eggs
130g of Parmesan
3 Courgettes
1 Tsp of Chilli Flakes
1 Onion
Bunch of Basil
1 Lemon
250g of Ricotta Cheese
Vegetable Oil
Salt
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 35 Minutes
73,CASA DO FRANGO'S RICE FOR THE MOB,GUEST MOB,http://www.mobkitchen.co.uk/recipes/tattis-rice,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d4a958f30e52e0001460b2f/1570793762999/9K8A0734.jpg,"120g Chorizo 
600g Cooked Carolino Rice
1 Red Pepper
1 Onion
120g Plantain 
120g Frozen Peas
Bunch of Parsley 
40ml Worcestershire Sauce
200ml Chicken Stock
40g Chicken Skin
1 Lemon 
Salt",Feeds: 4 People,Cooking Time (Includes Preparation Time): 50 Minutes
74,MISO ROASTED VEG BOWLS,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/miso-roasted-veg-bowls,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d4852b192e6820001f83339/1565025435849/9K8A1106.jpg,"2 Peppers (Yellow and Red)
3 Beetroots
1 Aubergine
2 Carrots
2 Sweet Potatoes
10 Shallots
Bunch of Coriander
3 Tablespoons Miso Paste
Soy Sauce
Sesame Oil
6 Radishes
1/4 of a White Cabbage
White Wine Vinegar
Knob of Ginger",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour 10 Minutes
75,GNOCCHI RAGU,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/gnocchi-ragu,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d4427fbe0fc11000196f71b/1564755827235/unnamed.jpg,"800g Gnocchi
1 Brown Onion
2 Celery Sticks
2 Carrots 
2 Cloves of Garlic
3 Skinned Pork Sausages
400g Beef Mince
200g Chorizo
200ml Red Wine
2 Tins of Chopped Tomatoes
2 Bay Leaves
1 Spring Thyme
100g Parmesan Cheese 
Salt
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour 15 Minutes
76,MOB'S PERFECT RICE,ASIAN MOB,http://www.mobkitchen.co.uk/recipes/mobs-perfect-rice,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d418bee30a8b500018126a2/1564748302292/9K8A0338.jpg,240g Tilda Basmati Rice,Feeds: 4 People,Cooking Time (Includes Preparation Time): 50 minutes
77,COURGETTE CHIPS,MOB MUNCHIES,http://www.mobkitchen.co.uk/recipes/courgette-chips,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d3ed720a80ab70001d515db/1564416072056/9K8A0808.jpg,"1 Bulb of Garlic
100g of Mayonnaise
100g of Plain Yoghurt
Bunch of Mint
3 Tsp of Chipotle Paste
150g Plain Flour
150ml Chilled Soda Water
2 Courgettes
Salt
Pepper 
Vegetable Oil (Enough to fill the frying pan)",Feeds: 4 People,Cooking Time (Includes Preparation Time): 45 Minutes
78,HALLOUMI PEANUT CURRY,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/2019/7/25/halloumi-peanut-curry,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d39b444cc00df0001c8c938/1564144469249/9K8A0700.jpg,"125g Spring Onions
200g Mangetout
3 Peppers (Yellow and Red)
Knob of Ginger
500g Halloumi
4 Tbsp of Sweet Chilli Sauce
2 Tbsp of Soy Sauce
3 Tbsp of Maní Life Peanut Butter
400ml Coconut Milk
1 Lime
400g Basmati Rice
Bunch of Coriander
3 Tsp of Chilli Flakes
60g Peanuts
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 minutes
79,LEEK & PANCETTA RISOTTO,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/leek-pancetta-risotto,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d36ee9dcf043f0001a1abdd/1563983010139/9K8A0524.jpg,"400g Arborio Rice
4 Leeks
300g of Cubed Pancetta
175ml White Wine
100g Butter
2 Brown Onions
1L of Chicken Stock
250g Parmesan
Bunch of Parsley
Salt
Pepper
Olive Oil",Feeds: 4 People,Cooking Time (Includes Preparation Time): 50 Minutes
80,"CHICKEN, TOMATO & MOZZARELLA TRAYBAKE",MEAL PREP MOB,http://www.mobkitchen.co.uk/recipes/chicken-traybake,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5d35994e50f69e00010a2fc3/1563960718126/9K8A0499-Edit.jpg,"8 Chicken Thighs
8 Large Tomatoes
8 Sweet Peppers
200g Kalamata Olives
100g Ciabatta
1 Bulb of Garlic
2 Tsp of Chilli Flakes
300g Mozzarella (2 Balls)
Bunch of Basil
Olive Oil
Salt 
Pepper",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour
